"CASEID","NUMKID86","NUMKID88","NUMKID90","NUMKID92","NUMKID94","NUMKID96","NUMKID98","NUMKID00","NUMKID02","NUMKID04","NUMKID06","NUMKID08","NUMKID10","NUMKID12","NUMKID14"
395,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
396,0,1,1,1,1,1,1,3,3,3,3,3,3,3,3
397,2,2,2,3,3,3,4,4,4,4,4,4,4,-5,-5
398,-5,2,2,2,2,2,2,2,2,2,-5,2,2,2,2
399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
401,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
402,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
405,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
408,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
409,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
410,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-5
411,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5
412,0,0,2,2,3,3,3,3,3,4,4,4,4,4,4
413,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
414,0,1,2,2,2,2,2,2,2,2,2,2,2,2,-5
415,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
416,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4
417,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
418,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
420,0,0,1,-5,1,1,1,1,1,1,1,2,2,3,3
421,0,1,1,2,2,2,-5,2,2,2,-5,-5,2,-5,-5
422,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3
423,0,0,0,0,0,1,2,2,2,-5,-5,-5,2,2,2
424,2,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,2
425,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5
426,3,3,3,3,3,3,3,3,-5,3,3,3,3,3,3
427,-5,1,-5,-5,-5,1,-5,-5,-5,-5,-5,1,1,-5,1
428,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
429,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
430,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,3,-5,-5
431,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3
432,0,0,0,0,0,0,0,-5,-5,-5,0,0,-5,-5,-5
433,0,0,0,0,0,0,0,0,-5,0,0,0,0,-5,-5
434,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
435,1,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
438,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
440,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
441,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
442,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
443,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
444,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
445,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
446,2,2,2,2,2,2,2,2,2,2,2,2,-5,-5,-5
447,0,0,0,-5,0,-5,-5,0,0,0,0,-5,-5,-5,0
448,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
449,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2
450,0,-5,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
451,1,2,2,2,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5
452,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
453,-5,-5,0,0,0,0,0,-5,0,0,0,0,-5,-5,-5
454,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
455,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,1,2,2,3,3,3,3,3,3,3,3
458,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
459,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
463,0,0,0,0,0,0,-5,0,-5,0,-5,-5,-5,-5,-5
464,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,-5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
467,-5,-5,2,2,2,2,2,2,-5,2,2,2,2,2,-5
468,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
470,1,1,3,3,3,3,5,5,5,6,6,6,6,6,6
471,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
472,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
473,-5,1,1,1,1,1,-5,-5,-5,1,1,1,1,1,1
474,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3
475,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
476,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
479,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
482,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
483,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2
484,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
485,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0
488,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3
489,0,0,-5,1,2,2,2,3,3,3,3,3,3,3,3
490,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
491,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
492,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3
493,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
494,-5,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5
495,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
498,0,-5,1,2,2,2,2,-5,-5,-5,-5,-5,2,2,-5
499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500,0,-5,0,0,0,-5,0,-5,0,0,0,0,0,0,0
501,0,-5,0,0,0,0,0,1,2,2,2,2,2,2,2
502,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
503,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
504,-5,1,2,2,2,2,3,-5,-5,3,3,3,3,3,3
505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
507,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
508,2,-5,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5
509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
510,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
511,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
512,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,-5,-5,-5,-5
513,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
514,0,1,2,3,3,3,-5,3,3,3,3,3,3,3,3
515,0,2,-5,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
516,0,0,0,0,0,0,0,-5,-5,-5,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,1,1,1,3,4,4,4,4,4,4,5
519,0,0,1,1,1,1,-5,1,1,1,1,1,1,1,1
520,1,2,3,3,3,3,3,4,4,4,4,4,4,4,4
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1,1,1,1,1,1,1,2,-5,-5,-5,-5,2,-5,2
523,0,0,0,0,0,0,0,1,-5,-5,-5,-5,1,1,-5
524,-5,-5,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
525,-5,-5,0,0,0,1,1,2,-5,-5,-5,-5,-5,-5,-5
526,3,3,3,3,3,3,-5,3,3,3,-5,-5,-5,-5,-5
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
529,3,3,3,3,3,-5,-5,3,-5,-5,-5,-5,-5,-5,-5
530,3,3,3,3,3,3,3,-5,3,3,3,3,3,3,3
531,3,-5,3,3,3,3,3,-5,3,3,3,3,3,3,3
532,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
533,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
534,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3
535,0,0,1,1,1,1,-5,-5,1,-5,1,1,1,-5,1
536,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-5
537,0,0,0,0,0,0,0,1,-5,-5,-5,1,1,1,1
538,1,3,3,3,3,3,3,3,3,3,3,3,3,-5,3
539,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
540,2,2,2,2,2,3,3,-5,4,4,5,5,5,-5,-5
541,1,-5,-5,-5,2,2,2,2,2,2,2,2,2,2,2
542,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
545,-5,0,-5,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5
546,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
547,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
548,1,2,2,3,3,3,-5,4,-5,4,4,4,4,4,4
549,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
550,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
551,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
552,-5,-5,2,2,2,2,2,2,2,2,2,2,2,2,2
553,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
554,0,0,-5,-5,1,-5,2,2,2,3,3,4,4,4,4
555,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3
556,0,0,0,1,2,3,3,3,3,3,3,-5,-5,-5,-5
557,0,1,2,3,4,4,4,4,4,4,4,4,4,4,4
558,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3
559,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3
563,2,2,2,3,3,3,3,3,3,3,3,3,-5,-5,3
564,0,0,0,0,0,-5,0,-5,-5,-5,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,-5,-5,-5,0,0,-5,0,-5,-5,0,-5,-5,-5,-5,-5
567,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
568,-5,-5,0,1,1,1,1,1,1,1,1,1,1,1,1
569,0,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5
570,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
571,0,0,0,0,1,2,-5,2,2,2,2,2,2,2,2
572,-5,1,-5,-5,-5,-5,-5,-5,1,1,1,1,-5,-5,-5
573,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
574,0,-5,1,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
575,2,4,5,6,7,8,8,9,10,10,-5,-5,-5,-5,-5
576,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4
577,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
578,0,0,0,0,0,0,0,0,3,3,3,3,3,-5,-5
579,-5,-5,1,2,2,-5,2,2,2,2,2,2,2,2,2
580,-5,-5,2,2,3,3,3,3,3,3,-5,-5,-5,-5,-5
581,0,0,0,0,0,0,1,1,2,2,2,2,-5,-5,-5
582,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,1,1
583,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
584,0,0,0,2,2,2,-5,2,2,-5,-5,-5,-5,-5,-5
585,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5
586,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
587,3,3,3,3,3,3,3,3,4,-5,4,4,-5,-5,-5
588,2,2,3,3,4,4,4,4,4,-5,-5,-5,-5,-5,-5
589,1,1,1,1,1,1,-5,2,2,2,2,2,2,-5,2
590,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,1,1,1,1,1,-5,-5,-5,-5,1,-5
593,-5,-5,2,2,2,2,2,2,2,2,2,-5,2,2,2
594,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
595,3,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5
596,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
597,0,0,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
599,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
600,0,0,0,1,1,1,1,1,1,1,-5,1,1,-5,-5
601,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
602,-5,-5,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
603,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
604,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
605,0,1,2,3,3,4,4,4,4,4,-5,4,4,4,-5
606,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2
607,-5,-5,0,1,2,-5,3,-5,-5,-5,-5,3,3,-5,-5
608,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3
609,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,-5,-5,-5,-5,0,-5,-5,-5,-5,-5
611,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
612,0,0,0,0,0,-5,0,0,0,0,0,0,-5,0,-5
613,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2
614,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
615,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
616,0,0,0,0,0,1,1,1,1,1,1,1,-5,-5,-5
617,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
618,2,2,-5,3,3,-5,3,-5,3,3,-5,3,-5,-5,-5
619,5,5,6,6,6,6,6,6,6,6,-5,6,6,6,6
620,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
621,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3
622,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3
623,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2
624,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2
625,3,3,3,3,3,3,3,3,3,1,1,1,-5,1,-5
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2,-5,3,4,4,4,4,4,4,4,4,4,4,4,4
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,1,2,2,2,2,2,2,2,2,2,2,2,2,-5
631,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
632,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
633,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3
634,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3
635,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
638,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
641,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2
642,0,1,2,2,2,2,2,-5,-5,-5,2,2,2,2,2
643,0,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
644,0,0,-5,0,1,2,2,3,3,3,-5,3,-5,3,3
645,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3
646,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0
647,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
648,1,1,1,1,1,1,1,1,1,1,-5,1,1,1,1
649,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
650,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
651,0,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
652,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
653,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
654,0,1,1,1,1,-5,1,-5,1,-5,1,1,1,1,1
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
657,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2
658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
659,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
660,0,1,2,2,3,3,3,3,3,3,-5,-5,-5,-5,-5
661,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
662,0,0,1,2,2,2,2,2,-5,2,2,2,2,2,2
663,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5
664,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
665,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3
668,-5,-5,3,4,4,4,4,4,4,4,5,5,5,5,5
669,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
673,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2
674,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
675,0,0,1,1,-5,-5,1,-5,2,2,2,-5,2,2,2
676,1,1,2,2,2,-5,2,-5,-5,-5,-5,-5,2,3,-5
677,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4
678,2,4,4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,0,0,-5,-5,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
681,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
682,0,0,0,0,-5,-5,-5,-5,0,0,0,0,0,-5,0
683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
688,-5,1,2,2,2,2,2,2,2,2,2,2,2,2,2
689,0,1,1,2,2,2,2,-5,-5,-5,-5,3,3,-5,-5
690,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
691,2,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
692,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
693,4,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
694,3,4,4,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
695,-5,0,0,0,0,1,1,-5,-5,-5,1,1,-5,-5,-5
696,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
699,0,0,0,0,0,0,-5,-5,-5,0,0,0,0,0,0
700,1,1,1,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
702,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
703,1,2,2,2,3,3,-5,3,3,3,3,3,3,3,3
704,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
705,0,0,0,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5
706,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5
707,0,0,1,1,1,1,1,1,1,1,1,1,-5,1,-5
708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,0,0,2,2,4,4,4,5,5,5,5,5,5,6,7
710,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
713,0,1,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5
714,0,0,0,0,0,1,3,3,3,4,4,4,4,4,4
715,1,-5,1,1,1,1,1,1,1,-5,1,1,1,1,1
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,1,-5,1,1,2,2,2,2,2,2,2,2,2,2,2
718,0,2,2,2,2,2,2,2,2,-5,-5,2,-5,-5,2
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
721,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
722,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
725,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
726,1,1,2,2,3,3,3,3,3,3,3,3,-5,-5,-5
727,0,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5
728,0,1,1,2,2,2,2,2,2,2,2,2,2,2,-5
729,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
730,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
731,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,1
732,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3
733,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
734,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5
735,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-5
736,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
737,0,-5,1,1,2,2,2,2,2,2,2,2,2,2,2
738,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
739,2,3,3,3,3,3,3,3,3,3,3,3,3,3,-5
740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5
742,0,0,0,0,1,1,2,2,2,2,2,2,2,3,3
743,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
744,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
745,0,0,0,0,-5,-5,0,0,-5,0,0,0,0,0,0
746,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
747,-5,0,-5,-5,0,-5,0,0,-5,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
750,0,-5,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2
753,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
754,1,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
755,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
756,2,2,2,3,4,4,4,4,5,5,5,5,5,5,5
757,1,-5,1,1,2,2,2,2,2,2,2,2,2,2,2
758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
760,0,0,0,1,1,2,2,2,-5,-5,-5,-5,-5,-5,-5
761,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
762,1,1,3,4,4,5,5,5,5,5,5,5,5,5,4
763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5
765,1,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
766,-5,0,0,-5,-5,1,1,1,-5,-5,-5,-5,-5,-5,-5
767,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
768,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4
769,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
770,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2
771,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
774,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0
775,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
778,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3
779,0,0,1,1,1,1,1,1,1,-5,1,1,1,1,-5
780,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
781,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
782,3,4,5,5,5,5,5,-5,-5,5,-5,-5,-5,-5,-5
783,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
784,0,-5,1,1,1,1,1,2,2,-5,2,2,2,2,-5
785,-5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
786,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
787,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
788,0,-5,0,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5
789,1,1,1,1,1,1,1,-5,-5,-5,1,1,1,1,1
790,0,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5
791,0,0,0,0,0,-5,-5,-5,0,0,-5,-5,0,0,0
