"CASEID","NUMKID86","NUMKID88","NUMKID90","NUMKID92","NUMKID94","NUMKID96","NUMKID98","NUMKID00","NUMKID02","NUMKID04","NUMKID06","NUMKID08","NUMKID10","NUMKID12","NUMKID14"
10359,-5,2,3,3,3,3,3,-5,3,3,3,3,3,3,3
10360,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
10361,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10362,0,0,0,0,0,0,1,1,1,1,1,1,-5,1,1
10363,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2
10364,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10365,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10366,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10367,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10368,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3
10369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
10370,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
10371,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
10372,0,0,0,0,1,1,1,1,-5,-5,-5,-5,-5,-5,-5
10373,-5,-5,-5,4,-5,4,4,4,4,4,4,4,4,-5,4
10374,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
10375,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10377,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5
10378,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
10379,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
10380,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10381,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0
10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10383,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10384,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,0,0,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5
10386,-5,0,1,1,1,1,1,-5,1,-5,2,2,4,-5,-5
10387,2,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10388,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10389,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10390,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,-5,2,2
10391,-5,3,4,4,4,4,4,4,-5,4,5,5,5,5,5
10392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
10393,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10394,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10395,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10396,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10397,2,3,4,5,-5,5,6,-5,-5,-5,-5,-5,-5,-5,-5
10398,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10399,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10400,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10401,0,0,2,3,3,3,3,3,-5,-5,-5,3,3,-5,-5
10402,0,0,0,-5,0,0,0,-5,-5,-5,-5,-5,0,-5,-5
10403,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10404,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10405,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3
10406,0,2,-5,2,-5,-5,-5,-5,-5,-5,3,3,-5,-5,-5
10407,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10408,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10409,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10410,4,5,5,5,5,5,5,5,-5,5,5,-5,5,5,4
10411,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10412,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10413,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10414,0,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10415,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10416,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10417,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10418,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10419,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10420,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10421,1,2,2,2,2,2,2,2,2,2,-5,-5,-5,2,-5
10422,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
10423,3,3,3,4,4,4,4,4,4,4,4,4,4,-5,-5
10424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10425,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
10426,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
10427,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10428,2,3,3,3,3,3,3,3,-5,3,3,3,3,3,3
10429,2,2,3,3,3,3,-5,-5,-5,3,-5,-5,3,-5,3
10430,0,1,2,-5,3,3,3,3,3,3,3,3,3,3,3
10431,-5,1,1,1,1,2,2,2,2,2,2,2,2,2,2
10432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
10433,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10434,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
10435,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0
10436,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10437,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10438,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10439,0,1,3,3,3,3,3,-5,3,-5,3,3,4,4,4
10440,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,2
10441,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10442,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10443,1,-5,1,1,1,1,2,2,2,2,2,2,2,2,2
10444,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10445,2,2,2,2,2,2,2,2,2,2,-5,2,-5,2,2
10446,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10447,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10448,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2
10449,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
10450,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
10451,2,2,2,3,3,3,3,3,-5,-5,3,3,3,3,3
10452,1,1,1,-5,2,-5,2,2,2,2,2,-5,2,2,2
10453,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10454,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10455,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3
10456,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10457,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10458,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10459,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10460,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10461,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10462,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10463,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10464,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10465,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10466,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10467,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10470,0,0,1,1,1,2,2,3,4,5,5,5,5,5,5
10471,0,0,-5,0,0,0,-5,-5,-5,-5,-5,0,0,0,0
10472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10473,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10474,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10475,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10476,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10477,4,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10478,0,-5,0,1,1,1,1,1,1,1,1,1,1,1,1
10479,1,2,-5,2,2,2,2,2,2,2,2,2,2,3,3
10480,2,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10481,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10482,-5,0,1,2,3,3,3,4,-5,4,5,6,-5,-5,-5
10483,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10484,4,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10485,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10486,2,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5
10487,0,0,0,-5,2,2,2,2,2,2,2,2,2,2,2
10488,-5,-5,-5,3,4,4,5,5,-5,5,5,5,5,-5,5
10489,0,-5,1,4,4,4,4,-5,-5,-5,-5,4,-5,4,-5
10490,0,0,1,1,2,2,2,3,4,5,5,5,-5,-5,-5
10491,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10492,3,3,3,3,3,-5,3,3,3,3,3,3,3,3,-5
10493,3,3,3,3,3,3,4,4,4,5,5,5,-5,5,-5
10494,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10495,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10496,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10497,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10498,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10499,0,-5,-5,0,-5,2,2,-5,-5,3,5,5,5,6,6
10500,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2
10501,-5,-5,2,2,3,3,3,3,4,4,4,4,4,4,4
10502,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10503,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
10504,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2
10505,1,1,2,2,2,2,2,-5,-5,2,2,2,2,2,2
10506,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5
10507,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
10508,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10510,2,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5
10511,-5,-5,-5,-5,-5,-5,-5,3,3,3,3,3,-5,-5,-5
10512,1,1,1,2,3,3,3,3,-5,3,-5,3,3,3,3
10513,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10514,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
10515,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
10516,1,2,2,2,2,2,2,2,-5,2,2,2,2,2,2
10517,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10518,1,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10519,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2
10520,-5,3,3,3,3,4,4,4,4,4,4,4,4,4,4
10521,-5,-5,-5,-5,-5,-5,-5,5,5,-5,-5,-5,-5,-5,-5
10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10523,1,2,3,3,3,3,3,4,-5,-5,5,5,5,5,5
10524,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5
10525,0,0,0,0,0,1,1,1,1,-5,1,1,1,-5,1
10526,0,0,0,0,0,1,1,-5,2,2,2,2,2,2,2
10527,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0
10528,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2
10529,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1
10530,3,3,3,3,3,3,4,-5,-5,-5,-5,-5,-5,-5,-5
10531,1,1,3,4,5,5,5,5,5,6,6,6,6,6,6
10532,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
10533,1,-5,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
10534,0,1,3,3,3,3,4,-5,-5,-5,-5,-5,-5,-5,-5
10535,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
10536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10537,0,0,0,1,1,1,-5,1,1,1,1,1,1,1,1
10538,2,2,-5,3,3,4,4,4,4,4,4,4,4,4,4
10539,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10540,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
10541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10542,0,0,0,1,1,2,3,4,4,4,4,4,4,4,4
10543,0,-5,1,2,3,3,3,3,3,3,3,3,3,3,-5
10544,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10545,0,0,1,2,2,2,2,2,2,2,2,-5,-5,-5,-5
10546,3,3,3,3,3,3,3,3,-5,3,3,3,3,3,3
10547,-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0
10548,-5,0,0,1,1,2,2,2,2,2,2,2,2,2,2
10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10550,0,0,0,0,0,1,1,1,1,1,1,1,-5,1,1
10551,-5,-5,0,0,0,0,1,1,1,1,-5,1,-5,-5,1
10552,0,1,2,2,2,2,3,4,4,4,4,4,4,4,4
10553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10555,2,2,3,3,3,3,3,3,3,3,3,3,3,-5,3
10556,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10557,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10558,1,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10559,0,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10560,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10561,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2
10562,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10563,0,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10564,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10565,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
10566,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2
10567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10568,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
10569,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10570,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10571,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10572,0,0,0,1,1,1,1,1,1,1,1,1,1,-5,1
10573,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
10574,0,0,0,0,1,-5,1,2,-5,2,-5,-5,2,-5,2
10575,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10576,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10577,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10578,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10579,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10580,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10581,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
10582,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10583,3,3,4,5,6,6,6,6,6,6,6,6,-5,-5,-5
10584,-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10585,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,0,-5,-5
10586,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10587,4,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10588,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10589,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10590,1,2,2,2,2,2,2,2,2,-5,2,2,2,2,2
10591,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10592,1,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10593,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10594,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10595,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10596,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10597,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10598,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10599,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10600,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
10601,1,2,2,-5,3,-5,3,-5,-5,3,3,-5,-5,-5,-5
10602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10603,-5,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10604,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10605,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10607,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10608,2,2,2,2,-5,-5,2,2,2,2,2,-5,-5,-5,-5
10609,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10610,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10611,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10612,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10613,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10614,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10615,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10616,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10617,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10618,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10619,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10621,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10622,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10623,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10624,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10625,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10626,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10627,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10628,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10629,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10630,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10631,3,3,3,3,5,5,5,5,6,6,6,6,-5,-5,-5
10632,0,0,1,2,2,2,2,3,4,4,4,-5,-5,-5,-5
10633,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10634,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10635,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10636,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10637,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10638,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10639,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10640,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10641,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10642,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10643,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10644,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10645,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10646,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10647,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10648,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10649,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10650,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10651,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10652,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10653,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10654,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10655,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10656,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10657,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10658,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10659,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10660,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10661,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0
10662,1,-5,1,1,1,1,1,2,2,3,4,-5,4,4,-5
10663,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10664,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10665,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10666,3,3,3,3,3,-5,5,5,5,5,5,5,5,5,5
10667,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10668,2,-5,4,2,2,2,2,2,-5,2,2,4,-5,-5,3
10669,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10670,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10671,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10672,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10673,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10674,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10675,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10676,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10677,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10678,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10679,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10680,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10681,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10682,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10683,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10684,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10685,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10686,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10687,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10688,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10689,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10690,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10691,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10692,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10693,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10694,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
10695,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
