,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,MOVED,NUM_CHILDREN,STYPE
7845,319004,3190,2,2,11,1997,93,2010,31,46,60,108,71,64,108,71,115.7,86,111.8,79,115.0,84,146,7,79065.0,0,0,6,1
7846,319005,3190,2,2,8,2000,114,2010,83,52,31,88,21,48,106,65,121.9,93,122.5,94,112.4,79,112,7,79065.0,0,0,6,1
7847,322505,3225,3,1,12,1997,121,2010,92,67,59,108,71,73,120,91,111.1,77,104.3,61,115.0,84,144,76,89800.0,0,0,5,1
7851,328702,3287,3,2,4,1997,102,2010,56,57,50,94,35,70,113,81,111.1,77,111.8,79,106.7,68,152,27,92000.0,0,0,4,1
7852,328704,3287,3,2,1,2000,128,2010,97,64,56,117,87,72,131,98,117.5,88,115.1,84,112.4,79,119,27,92000.0,0,0,4,1
7853,335203,3352,3,1,6,2000,118,2010,89,55,57,120,91,44,101,53,108.8,73,107.7,70,105.9,66,115,72,178900.0,0,0,3,1
7854,336002,3360,3,1,7,1999,96,2010,39,44,29,80,9,27,75,5,97.6,45,96.9,42,98.4,45,126,52,55164.0,0,0,2,1
7855,336504,3365,3,2,1,1996,111,2010,77,66,65,108,70,69,110,75,97.6,45,96.9,42,98.4,45,167,31,,0,0,4,1
7856,340201,3402,3,2,12,1996,113,2010,80,65,58,104,61,71,114,83,97.6,45,104.3,61,90.1,25,157,55,109000.0,0,0,3,1
7857,340202,3402,3,1,7,1999,119,2010,90,59,58,118,88,59,116,86,93.1,32,96.9,42,90.1,25,126,55,109000.0,0,0,3,1
7858,340203,3402,3,2,7,2002,135,2010,99,55,38,114,82,37,112,79,95.0,37,103.7,61,89.0,23,90,55,109000.0,0,0,3,1
7859,341601,3416,3,2,2,2001,106,2010,65,43,44,111,77,48,113,80,117.6,88,116.6,87,111.1,77,107,40,116150.0,0,0,1,1
7860,342201,3422,3,1,1,1998,112,2010,79,62,47,94,35,70,118,88,120.2,91,119.2,90,115.0,84,144,67,123000.0,0,0,2,1
7861,342202,3422,3,1,1,2000,114,2010,82,53,56,118,89,64,123,94,115.7,86,111.8,79,115.0,84,120,67,123000.0,0,0,2,1
7865,343203,3432,3,2,2,1997,114,2010,83,65,59,107,67,66,109,73,111.1,77,111.8,79,106.7,68,157,95,102000.0,0,0,3,1
7867,345103,3451,3,2,8,1996,107,2010,69,63,53,97,42,65,105,64,88.6,23,89.4,23,90.1,25,164,-4,59200.0,0,0,3,1
7868,345902,3459,3,2,2,1997,128,2010,97,73,63,108,71,71,114,83,111.1,77,119.2,90,98.4,45,156,72,95340.0,0,0,2,1
7869,346901,3469,3,1,1,1996,135,2010,99,80,72,116,86,81,131,98,97.6,45,89.4,23,106.7,68,169,93,97073.0,0,0,2,1
7870,346902,3469,3,2,4,1997,128,2010,97,72,69,116,86,82,135,99,93.1,32,96.9,42,90.1,25,154,93,97073.0,0,0,2,1
7871,347604,3476,3,2,2,1998,95,2010,38,47,70,120,91,64,111,76,111.1,77,104.3,61,115.0,84,142,29,115000.0,0,0,4,1
7876,355202,3552,3,2,7,1996,116,2010,85,69,62,105,63,73,115,84,120.2,91,111.8,79,123.4,94,162,72,86718.0,0,0,2,1
7877,356002,3560,3,1,8,1998,135,2010,99,77,69,120,91,76,126,96,106.6,68,96.9,42,115.0,84,141,67,66533.33333333333,0,0,2,1
7879,360903,3609,3,1,11,1997,113,2010,80,63,45,90,25,62,107,68,66.0,1,67.1,1,73.5,4,146,53,47150.0,0,0,3,1
7880,363303,3633,3,2,2,1998,106,2010,66,56,41,86,18,39,82,12,102.1,55,82.0,12,123.4,94,147,-4,10636.0,0,0,3,1
7881,364103,3641,3,1,7,1998,118,2010,88,64,55,107,68,57,105,64,111.1,77,104.3,61,115.0,84,144,50,114000.0,0,0,3,1
7886,367702,3677,3,2,12,1999,125,2010,95,62,52,113,81,58,118,89,120.2,91,119.2,90,115.0,84,121,88,82000.0,0,0,2,1
7887,369705,3697,1,1,9,2001,87,2010,19,25,39,108,71,31,98,45,78.6,8,83.3,13,76.7,6,104,14,12700.0,0,0,5,1
7890,373403,3734,3,2,3,1996,102,2010,54,60,56,99,47,28,65,1,115.7,86,119.2,90,106.7,68,166,71,160000.0,0,0,3,1
7894,373701,3737,3,1,6,1997,101,2010,53,53,56,105,63,64,108,71,106.6,68,111.8,79,98.4,45,154,44,114000.0,0,0,3,1
7895,373702,3737,3,2,9,1998,128,2010,97,70,55,108,71,73,122,93,111.1,77,119.2,90,98.4,45,139,44,114000.0,0,0,3,1
7896,373703,3737,3,1,10,2003,105,2010,62,21,20,104,61,20,100,50,113.4,81,111.4,77,101.3,53,78,44,114000.0,0,0,3,1
7899,380002,3800,3,1,4,1996,103,2010,57,61,63,106,65,74,116,86,97.6,45,82.0,12,115.0,84,164,63,40000.0,0,0,2,1
7901,381401,3814,3,1,1,1996,131,2010,98,79,67,110,75,74,116,86,106.6,68,111.8,79,98.4,45,169,62,34000.0,0,0,1,1
7908,392304,3923,3,2,8,1999,122,2010,93,62,51,109,72,60,117,87,115.7,86,119.2,90,106.7,68,125,56,162000.0,0,0,4,1
7911,396902,3969,3,1,7,1999,119,2010,90,59,46,100,51,55,112,78,115.7,86,111.8,79,115.0,84,125,65,70000.0,0,0,2,1
7912,402302,4023,3,1,2,2001,128,2010,97,58,43,107,68,48,111,77,91.5,27,85.5,18,99.4,47,107,88,152000.0,0,0,2,1
7916,407101,4071,2,1,3,2001,112,2010,78,46,42,107,69,46,111,76,105.9,66,105.5,63,102.5,55,106,12,32000.0,0,0,1,1
7917,407703,4077,3,1,4,1996,106,2010,66,63,52,95,36,47,87,20,75.0,5,67.1,1,90.1,25,167,66,30910.0,0,0,3,1
7918,407902,4079,3,1,12,1996,98,2010,45,52,34,77,6,42,82,12,106.6,68,104.3,61,106.7,68,160,-4,60600.0,0,0,2,1
7919,409201,4092,3,1,1,2000,126,2010,96,63,57,119,90,65,123,94,115.7,86,119.2,90,106.7,68,120,66,98000.0,0,0,1,1
7920,409402,4094,3,2,10,2000,117,2010,87,51,61,126,96,75,135,99,104.5,63,107.7,70,99.4,47,110,70,98526.0,0,0,2,1
7923,410902,4109,3,2,7,1999,115,2010,84,58,48,100,51,57,111,76,106.6,68,104.3,61,106.7,68,126,80,48200.0,0,0,2,1
7924,415303,4153,3,1,6,2004,98,2010,45,14,31,135,99,34,135,99,110.7,77,108.6,73,102.4,55,67,38,59629.0,0,0,3,1
7927,418502,4185,1,1,3,1996,122,2010,93,74,57,100,50,81,131,98,115.7,86,111.8,79,115.0,84,167,32,40160.0,0,0,2,1
7932,428401,4284,3,2,9,2001,102,2010,54,39,49,120,91,43,110,74,113.7,82,105.5,63,119.7,91,105,56,,0,0,2,1
7934,431901,4319,1,2,6,1997,69,2010,2,31,40,83,13,37,79,8,106.6,68,104.3,61,106.7,68,151,49,73000.0,0,0,1,1
7936,433702,4337,3,2,9,1998,117,2010,87,62,59,113,80,80,135,99,97.6,45,104.3,61,90.1,25,136,65,66000.0,0,0,2,1
7937,433902,4339,3,1,7,1996,114,2010,83,67,41,82,11,56,97,42,102.1,55,111.8,79,90.1,25,162,57,80000.0,0,0,2,1
7940,443702,4437,3,1,3,1997,107,2010,67,60,47,92,29,57,101,53,88.6,23,96.9,42,81.8,12,155,99,36000.0,0,0,2,1
7943,449402,4494,3,1,7,1996,135,2010,99,80,76,123,94,73,116,85,93.1,32,96.9,42,90.1,25,161,78,4010.0,0,0,2,1
7944,449502,4495,3,2,1,1996,111,2010,77,66,59,102,55,63,102,56,79.5,9,89.4,23,73.5,4,167,64,33946.0,0,0,2,1
7946,452602,4526,3,1,4,2000,123,2010,94,58,52,115,84,48,106,65,113.2,81,107.7,70,112.4,79,116,57,62000.0,0,0,2,1
7947,453903,4539,3,2,6,1998,135,2010,99,73,70,121,92,72,121,92,105.7,66,104.3,61,105.1,63,141,66,13612.0,0,0,3,1
7948,456501,4565,3,1,2,1999,117,2010,87,62,54,109,72,81,135,99,111.1,77,104.3,61,115.0,84,132,30,,1,0,2,1
7953,463104,4631,3,2,4,2001,98,2010,45,40,49,116,85,47,110,74,94.2,34,94.4,34,93.9,34,105,88,59700.0,0,0,4,1
7954,466201,4662,3,2,12,1997,117,2010,87,65,63,111,77,68,114,82,111.1,77,119.2,90,98.4,45,146,99,87236.0,0,0,3,1
7955,466202,4662,3,2,8,1999,121,2010,92,61,48,104,60,58,115,84,106.6,68,111.8,79,98.4,45,125,99,87236.0,0,0,3,1
7956,466203,4662,3,1,6,2003,112,2010,79,32,28,111,77,34,118,88,104.1,61,111.4,77,88.9,23,79,99,132454.0,0,0,3,1
7958,467003,4670,3,2,6,1996,118,2010,88,70,60,103,59,79,126,96,97.6,45,89.4,23,106.7,68,162,18,38461.0,0,0,3,1
7961,470302,4703,3,2,1,1997,102,2010,54,56,50,94,35,70,113,81,97.6,45,89.4,23,106.7,68,161,-4,94408.0,0,0,2,1
7967,482002,4820,3,1,10,1997,119,2010,90,66,68,116,86,74,121,92,102.1,55,104.3,61,98.4,45,147,72,63280.0,0,0,2,1
7968,483802,4838,3,2,2,1997,96,2010,40,50,52,98,44,66,107,69,70.5,2,67.1,1,81.8,12,154,30,15012.0,0,0,2,1
7969,483902,4839,3,1,3,1997,113,2010,80,65,48,92,29,62,104,61,97.6,45,89.4,23,106.7,68,153,50,20000.0,0,0,2,1
7974,487801,4878,3,1,4,2003,112,2010,79,32,19,95,36,27,109,72,94.9,37,123.4,94,64.2,1,83,87,130020.0,0,0,1,1
7975,492503,4925,3,1,3,1998,112,2010,79,61,60,112,78,74,122,93,102.1,55,104.3,61,98.4,45,143,73,150000.0,0,0,3,1
7976,492703,4927,3,2,8,1996,122,2010,93,73,46,86,18,54,94,35,111.1,77,111.8,79,106.7,68,160,78,150500.0,0,0,3,1
7985,508401,5084,2,1,4,1996,89,2010,24,47,35,75,5,63,103,57,79.5,9,82.0,12,81.8,12,164,-4,13496.0,0,0,1,1
7986,508903,5089,2,1,5,2003,101,2010,52,25,29,110,74,35,115,84,113.4,81,111.4,77,101.3,53,81,3,4000.0,0,0,3,1
7988,511302,5113,3,2,5,1997,89,2010,23,45,49,93,32,63,105,64,91.7,30,96.9,42,87.6,21,159,58,67800.0,0,0,2,1
7990,514201,5142,1,2,9,2000,125,2010,95,56,40,100,50,43,103,59,108.8,73,115.1,84,99.4,47,111,53,263000.0,0,0,2,1
7993,517602,5176,3,2,7,1998,125,2010,95,67,45,93,33,43,89,24,88.6,23,89.4,23,90.1,25,141,39,50439.0,0,0,2,1
7994,519301,5193,3,1,8,2000,113,2010,81,50,38,96,39,47,106,66,94.5,37,92.9,32,98.1,45,118,42,85400.0,0,0,1,1
7995,525802,5258,3,2,1,2001,135,2010,99,73,51,117,87,78,135,99,108.8,73,100.3,50,112.4,79,108,34,87150.0,0,0,2,1
7996,528604,5286,3,1,8,2001,118,2010,88,48,46,116,86,49,116,86,63.0,1,66.7,1,68.1,2,100,28,35000.0,0,0,4,1
7997,529002,5290,3,1,6,1999,128,2010,97,66,65,123,94,59,116,86,93.1,32,104.3,61,81.8,12,126,53,,0,0,2,1
7998,529905,5299,3,1,6,1996,118,2010,88,70,67,110,75,76,120,91,93.1,32,89.4,23,98.4,45,163,74,260000.0,0,0,5,1
7999,531404,5314,3,1,9,1996,102,2010,56,58,48,90,26,56,98,44,111.1,77,111.8,79,106.7,68,160,44,82000.0,0,0,4,1
8001,532602,5326,3,1,5,1996,135,2010,99,81,65,108,70,74,117,87,70.5,2,89.4,23,56.9,0,163,93,47000.0,0,0,2,1
8005,538504,5385,3,1,9,1998,110,2010,75,59,51,102,54,57,105,64,97.6,45,89.4,23,106.7,68,137,42,116000.0,0,0,4,1
8009,542802,5428,3,1,8,1997,122,2010,93,68,58,107,68,58,103,57,106.6,68,104.3,61,106.7,68,149,61,99000.0,0,0,2,1
8011,552203,5522,3,2,10,1996,100,2010,51,57,51,94,34,77,121,92,102.1,55,96.9,42,106.7,68,159,67,70000.0,0,0,3,1
8012,556502,5565,3,2,4,1998,122,2010,93,66,53,105,63,65,112,79,111.1,77,111.8,79,106.7,68,146,37,30261.0,0,0,2,1
8015,571802,5718,3,2,2,1997,103,2010,58,58,51,96,40,76,121,92,102.1,55,104.3,61,98.4,45,155,80,90400.0,0,0,2,1
8016,573201,5732,1,2,8,2000,110,2010,75,48,42,102,54,43,102,54,104.5,63,92.9,32,112.4,79,113,22,97480.0,0,0,2,1
8017,573202,5732,1,1,4,2003,106,2010,66,29,27,107,67,31,110,75,76.3,5,51.2,0,113.7,82,81,22,97480.0,0,0,2,1
8018,577003,5770,1,2,9,1996,113,2010,80,66,49,91,27,61,101,53,106.6,68,104.3,61,106.7,68,165,7,96000.0,0,0,3,1
8021,596302,5963,1,2,8,2002,106,2010,66,34,40,116,85,46,120,91,90.8,27,95.9,39,89.0,23,90,5,39500.0,0,0,2,1
8027,620503,6205,2,2,6,2000,98,2010,44,42,36,94,34,56,119,90,82.8,13,85.5,18,86.4,18,119,-4,53976.0,0,0,3,1
8035,632206,6322,2,1,11,2001,93,2010,33,27,30,102,54,31,100,51,90.3,25,83.3,13,102.5,55,101,37,40870.0,0,0,6,1
8036,634204,6342,2,2,8,1999,96,2010,39,44,40,91,28,39,89,24,93.1,32,96.9,42,90.1,25,128,12,83000.0,0,0,5,1
8037,634205,6342,2,2,7,2002,113,2010,80,40,29,105,62,42,116,86,103.2,58,103.7,61,102.7,58,92,12,83000.0,0,0,5,1
8038,635804,6358,2,2,3,1996,126,2010,96,75,61,104,61,78,123,94,102.1,55,96.9,42,106.7,68,169,7,58000.0,0,0,4,1
8039,636203,6362,2,1,1,2003,102,2010,56,26,23,102,54,26,104,61,90.8,27,103.7,61,82.2,12,84,7,6756.0,0,0,3,1
8048,664601,6646,2,1,1,1997,94,2010,34,48,64,109,73,77,122,93,106.6,68,111.8,79,98.4,45,157,52,121800.0,0,0,2,1
8050,666203,6662,1,1,6,1997,93,2010,31,46,61,109,72,72,118,89,102.1,55,89.4,23,115.0,84,151,25,57000.0,0,0,3,1
8051,670303,6703,2,2,5,1996,125,2010,95,75,64,107,68,79,125,95,120.2,91,119.2,90,115.0,84,164,65,,0,0,3,1
8053,671801,6718,2,1,12,2002,90,2010,26,19,22,97,42,20,85,16,99.1,47,111.5,77,89.0,23,86,5,,0,0,1,1
8059,686204,6862,2,2,1,1997,111,2010,77,64,63,108,71,61,103,58,88.6,23,96.9,42,81.8,12,156,35,36480.0,1,0,4,1
8062,691303,6913,2,1,9,1999,108,2010,71,50,29,82,11,34,86,17,106.6,68,104.3,61,106.7,68,124,43,27200.0,0,0,3,1
8063,691501,6915,1,1,11,2000,91,2010,27,36,35,95,37,32,90,26,117.5,88,115.1,84,112.4,79,112,-4,30000.0,0,0,1,1
8064,695003,6950,2,1,11,2000,131,2010,98,60,65,131,98,68,135,99,113.2,81,100.3,50,118.9,90,113,20,,0,0,3,1
8068,704903,7049,1,1,9,1999,103,2010,59,47,47,103,59,57,116,85,106.6,68,104.3,61,106.7,68,126,59,31100.0,0,0,4,1
8069,704904,7049,1,2,4,2003,99,2010,47,21,22,103,58,42,125,95,85.6,18,75.3,5,101.3,53,83,59,31100.0,0,0,4,1
8072,723503,7235,1,2,11,1997,97,2010,42,48,45,91,28,59,106,66,70.5,2,74.6,5,73.5,4,149,5,33000.0,0,0,3,1
8077,728503,7285,2,2,1,1997,104,2010,61,59,39,81,10,65,107,68,93.1,32,89.4,23,98.4,45,162,65,62020.0,0,0,4,1
8078,728602,7286,2,1,11,1996,112,2010,79,65,74,121,92,76,120,91,124.7,95,119.2,90,123.4,94,158,82,156610.0,0,0,2,1
8079,736801,7368,2,2,1,2000,99,2010,47,44,47,105,64,58,118,89,84.0,14,96.9,42,73.5,4,122,64,49000.0,0,0,1,1
8080,737802,7378,2,2,1,1996,112,2010,79,67,57,100,50,61,100,49,106.6,68,96.9,42,115.0,84,169,39,36505.0,0,0,2,1
8081,739602,7396,2,2,5,1999,102,2010,55,47,52,111,76,47,99,48,97.6,45,96.9,42,98.4,45,127,31,88200.0,0,0,3,1
8082,739603,7396,2,2,9,2000,100,2010,49,42,34,94,34,41,101,52,104.5,63,100.3,50,105.9,66,111,31,88200.0,0,0,3,1
8086,745904,7459,2,2,2,1998,104,2010,61,54,48,96,39,45,89,24,106.6,68,104.3,61,106.7,68,143,13,21776.0,0,0,4,1
8097,762504,7625,2,2,2,1998,120,2010,91,66,48,96,39,60,107,68,111.1,77,96.9,42,123.4,94,144,30,45740.0,0,0,4,1
8098,769201,7692,2,1,9,1996,123,2010,94,73,61,105,63,80,128,97,97.6,45,104.3,61,90.1,25,160,12,48000.0,0,0,1,1
8100,779102,7791,1,2,4,1996,109,2010,73,64,49,91,27,62,103,57,84.0,14,67.1,1,106.7,68,167,21,110000.0,0,0,2,1
8102,782803,7828,1,1,1,2003,78,2010,7,13,29,107,69,25,100,49,86.7,19,88.1,21,89.0,23,89,1,24280.0,0,0,4,1
8107,799702,7997,1,2,9,1997,135,2010,99,81,73,122,93,72,119,90,102.1,55,119.2,90,81.8,12,149,80,141740.0,0,0,3,1
8108,799703,7997,1,2,3,2001,135,2010,99,67,49,118,88,53,120,91,109.8,75,111.0,77,102.5,55,107,80,141740.0,0,0,3,1
8109,799803,7998,1,1,1,1997,135,2010,99,79,54,100,51,81,135,99,106.6,68,119.2,90,90.1,25,156,79,440692.0,0,0,3,1
8111,807802,8078,2,2,7,1996,97,2010,42,53,47,88,22,69,111,76,111.1,77,104.3,61,115.0,84,169,30,118000.0,0,0,2,1
8113,814901,8149,1,2,12,1997,101,2010,53,51,40,85,16,70,118,88,102.1,55,111.8,79,90.1,25,145,69,64800.0,0,0,1,1
8114,816102,8161,1,2,7,2001,105,2010,62,41,31,98,44,35,100,51,74.7,5,72.2,3,85.3,16,102,1,13000.0,0,0,2,1
8122,830907,8309,1,1,11,1998,117,2010,87,62,55,110,74,41,87,20,57.0,0,37.4,0,90.1,25,136,5,73000.0,0,0,8,1
8123,830908,8309,1,1,7,2000,91,2010,28,38,40,98,46,38,95,37,74.1,4,55.9,0,99.4,47,115,5,73000.0,0,0,8,1
8130,841602,8416,2,1,3,1998,90,2010,26,44,44,89,24,44,88,22,88.6,23,82.0,12,98.4,45,142,35,137324.0,0,0,2,1
8132,862201,8622,2,2,9,1996,97,2010,43,52,51,95,36,67,108,71,111.1,77,111.8,79,106.7,68,161,11,15000.0,0,0,2,1
8133,862202,8622,2,2,11,1999,116,2010,85,54,42,97,43,63,122,93,115.7,86,119.2,90,106.7,68,122,11,15000.0,0,0,2,1
8134,863103,8631,2,2,2,1996,65,2010,1,33,44,83,13,42,79,8,88.6,23,89.4,23,90.1,25,169,1,34000.0,0,0,3,1
8136,890005,8900,1,1,8,1996,114,2010,82,66,57,102,55,67,108,71,93.1,32,82.0,12,106.7,68,160,18,102000.0,0,0,5,1
8138,892503,8925,1,1,1,2000,108,2010,71,50,48,105,64,45,99,47,108.0,70,115.1,84,98.1,45,119,16,12185.0,1,0,3,1
8139,893101,8931,1,2,7,2002,125,2010,95,47,45,123,94,39,114,82,111.5,79,119.3,90,102.7,58,90,51,109000.0,0,0,1,1
8140,894003,8940,1,2,11,1996,92,2010,29,48,53,97,42,55,96,40,115.2,84,104.3,61,123.4,94,158,23,85000.0,0,0,3,1
8141,894403,8944,1,1,1,1997,94,2010,35,49,62,107,67,68,110,75,120.2,91,111.8,79,123.4,94,157,25,62104.0,0,0,3,1
8143,897403,8974,2,1,7,2000,115,2010,84,51,47,110,74,49,109,73,104.5,63,100.3,50,105.9,66,114,43,55598.0,0,0,4,1
8145,910103,9101,2,2,9,1997,91,2010,27,45,30,74,4,37,79,8,88.6,23,96.9,42,81.8,12,148,1,9184.0,0,0,4,1
8146,910104,9101,2,2,12,1998,77,2010,6,35,25,69,2,28,74,4,102.1,55,96.9,42,106.7,68,133,1,9184.0,0,0,4,1
8148,919901,9199,2,1,11,1998,97,2010,41,46,70,122,93,60,111,77,120.2,91,111.8,79,123.4,94,135,45,118800.0,0,0,2,1
8149,919902,9199,2,2,3,2000,91,2010,27,39,40,97,41,45,102,56,121.9,93,115.1,84,118.9,90,119,45,118800.0,0,0,2,1
8151,922902,9229,1,2,7,1997,118,2010,89,67,58,106,65,73,118,89,115.7,86,119.2,90,106.7,68,149,39,72200.0,0,0,3,1
8152,922903,9229,1,1,7,2002,103,2010,57,33,26,97,43,39,112,79,107.4,68,111.5,77,102.7,58,89,39,72200.0,0,0,3,1
8153,925602,9256,1,1,10,1997,96,2010,40,48,40,84,14,40,82,12,79.5,9,82.0,12,81.8,12,148,14,57500.0,0,0,2,1
8159,942302,9423,2,2,12,1999,65,2010,1,13,24,72,3,27,77,6,75.0,5,74.6,5,81.8,12,121,21,56020.0,0,0,3,1
8161,957504,9575,1,1,11,1996,81,2010,10,41,77,125,95,72,116,85,97.6,45,96.9,42,98.4,45,158,-4,30800.0,0,0,4,1
8162,957601,9576,1,1,11,1999,80,2010,9,33,36,88,21,36,88,21,115.7,86,111.8,79,115.0,84,123,73,99007.0,0,0,3,1
8163,957602,9576,1,2,5,2003,104,2010,60,25,24,106,65,24,103,59,131.9,98,123.4,94,113.7,82,80,73,99007.0,0,0,3,1
8164,957603,9576,1,2,5,2003,99,2010,47,21,31,115,84,25,106,65,131.9,98,123.4,94,113.7,82,80,73,99007.0,0,0,3,1
8165,964101,9641,1,2,5,1998,109,2010,73,58,50,100,50,60,108,71,120.2,91,119.2,90,115.0,84,140,49,56076.0,0,0,2,1
8166,964102,9641,1,2,5,1998,115,2010,84,63,66,116,86,67,114,83,124.7,95,119.2,90,123.4,94,140,49,56076.0,0,0,2,1
8167,971101,9711,2,2,4,2001,126,2010,96,55,24,83,13,42,106,65,94.2,34,88.9,23,102.5,55,105,13,40306.0,0,0,2,1
8168,971102,9711,2,1,12,2002,107,2010,69,30,20,95,36,20,90,25,95.0,37,80.4,9,109.6,75,85,13,40306.0,0,0,2,1
8170,983003,9830,1,1,6,1998,102,2010,55,50,52,105,62,50,97,43,88.6,23,82.0,12,98.4,45,139,16,58500.0,0,0,3,1
8173,989202,9892,1,1,10,1996,96,2010,39,51,44,84,15,64,105,62,97.6,45,96.9,42,98.4,45,158,16,32688.0,0,0,2,1
8179,997404,9974,1,1,4,2001,100,2010,51,40,43,109,73,44,108,71,105.9,66,105.5,63,102.5,55,106,3,60000.0,0,0,4,1
8183,1003701,10037,1,2,5,2000,82,2010,12,31,30,87,19,61,122,93,88.6,23,67.1,1,115.0,84,120,3,23600.0,0,0,1,1
8185,1007704,10077,1,2,5,1999,112,2010,79,55,47,100,51,52,105,63,59.2,0,67.1,1,61.0,0,129,28,41600.0,0,0,4,1
8186,1030803,10308,1,1,11,2001,111,2010,77,43,44,116,85,44,113,80,113.7,82,111.0,77,111.1,77,97,42,74200.0,0,0,3,1
8197,1180204,11802,2,2,9,2000,83,2010,13,28,34,94,34,39,98,45,100.2,50,115.1,84,86.4,18,111,16,22100.0,0,0,4,1
8201,1187101,11871,3,1,6,2000,113,2010,81,50,44,105,63,41,99,47,95.8,39,107.7,70,86.4,18,115,81,28164.0,0,0,1,1
8202,1191901,11919,3,1,6,1997,125,2010,95,71,70,117,87,78,126,96,106.6,68,96.9,42,115.0,84,152,88,90300.0,0,0,2,1
8203,1191902,11919,3,1,5,1999,122,2010,93,63,55,114,82,67,121,92,102.1,55,104.3,61,98.4,45,128,88,90300.0,0,0,2,1
8204,1192304,11923,3,1,1,1996,98,2010,46,57,47,86,18,60,98,44,102.1,55,104.3,61,98.4,45,168,44,39530.0,0,0,4,1
8205,1199503,11995,3,1,9,1997,118,2010,88,66,50,96,40,44,87,19,79.5,9,82.0,12,81.8,12,152,32,31200.0,0,0,3,1
8210,1220103,12201,2,1,8,2000,128,2010,97,59,34,92,30,37,94,34,56.7,0,78.1,7,53.9,0,116,5,20075.0,0,0,3,1
8211,1224001,12240,2,2,3,1997,84,2010,15,43,46,89,24,44,86,17,84.0,14,67.1,1,106.7,68,155,19,17200.0,0,0,1,1
8213,1228402,12284,1,2,4,1997,102,2010,54,54,62,109,72,69,114,82,97.6,45,96.9,42,98.4,45,154,72,131500.0,0,0,2,1
8214,5703,57,3,2,2,1998,110,2012,74,66,55,97,41,60,97,41,80.6,10,83.6,14,82.1,12,175,38,46833.0,0,0,3,1
8215,6103,61,3,1,8,2003,123,2012,94,55,53,121,92,60,128,97,91.7,30,87.5,19,96.5,42,109,99,121515.0,0,0,3,1
8217,18401,184,3,2,7,1999,107,2012,67,62,67,112,78,61,102,56,121.4,92,119.0,90,115.5,84,158,62,61000.0,0,0,1,1
8219,21103,211,3,2,11,1999,107,2012,69,61,46,90,26,62,106,65,107.8,70,104.8,63,107.1,68,155,64,47900.0,0,0,4,1
8220,21104,211,3,1,2,2003,131,2012,98,63,40,98,46,55,118,89,97.5,42,97.0,42,96.5,42,116,64,47900.0,0,0,4,1
8221,24503,245,3,1,8,1999,123,2012,94,71,74,121,92,62,104,61,94.2,34,97.8,45,90.5,25,157,85,58500.0,0,0,3,1
8222,24904,249,3,1,9,2002,94,2012,35,42,35,89,23,46,102,54,112.3,79,119.0,90,98.8,47,120,39,94300.0,0,0,4,1
8224,28804,288,3,1,7,1999,105,2012,64,61,46,88,21,49,91,27,89.7,25,90.7,27,90.5,25,158,14,33952.0,0,0,6,1
8227,44902,449,3,2,4,2002,107,2012,67,50,47,102,55,54,110,75,112.3,79,111.9,79,107.1,68,127,50,,0,0,2,1
8230,50102,501,3,1,6,2001,122,2012,93,65,72,125,95,72,121,92,107.8,70,111.9,79,98.8,47,136,67,159600.0,0,0,2,1
8232,62203,622,2,2,12,2004,122,2012,93,47,44,120,91,44,116,86,102.6,58,90.9,27,121.2,92,96,39,131000.0,0,0,3,1
8234,74402,744,2,1,1,2001,104,2012,61,53,54,106,66,50,97,41,94.2,34,104.8,63,82.1,12,146,2,13000.0,0,0,2,1
8238,88602,886,3,2,10,1999,118,2012,89,67,58,106,65,72,117,87,107.8,70,104.8,63,107.1,68,155,89,190000.0,0,0,2,1
8239,90603,906,3,1,1,1998,123,2012,94,75,75,120,91,78,121,92,94.2,34,104.8,63,82.1,12,176,89,173875.0,0,0,3,1
8243,101903,1019,3,1,6,2005,98,2012,46,25,35,113,81,44,120,91,111.1,77,101.0,53,118.9,90,87,98,78000.0,0,0,3,1
8245,104902,1049,3,1,3,1999,128,2012,97,75,59,103,58,71,113,81,107.8,70,104.8,63,107.1,68,163,79,118000.0,0,0,3,1
8246,104903,1049,3,1,3,1999,123,2012,94,73,62,106,66,66,106,66,107.8,70,104.8,63,107.1,68,163,79,118000.0,0,0,3,1
8248,108702,1087,3,2,8,2000,128,2012,97,71,74,125,95,63,110,74,112.3,79,111.9,79,107.1,68,145,99,78600.0,0,0,5,1
8249,108703,1087,3,2,3,2003,125,2012,95,57,67,131,98,58,122,93,114.8,84,116.0,86,108.1,70,114,99,78600.0,0,0,5,1
8250,111602,1116,1,2,5,1998,113,2012,81,69,48,86,17,77,118,89,80.6,10,76.6,6,90.5,25,173,29,32200.0,0,0,2,1
8252,116005,1160,2,1,12,1998,93,2012,32,49,54,98,45,70,112,79,112.3,79,111.9,79,107.1,68,165,26,50000.0,0,0,6,1
8253,123102,1231,3,2,4,1999,106,2012,65,62,72,118,88,70,112,79,94.2,34,97.8,45,90.5,25,164,74,135000.0,0,0,2,1
8255,123603,1236,3,1,1,2001,110,2012,75,59,50,100,50,60,108,71,112.3,79,104.8,63,115.5,84,143,22,61000.0,0,0,3,1
