,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,MOVED,NUM_CHILDREN,STYPE
8258,132601,1326,3,2,3,1998,123,2012,94,76,71,113,80,75,115,84,94.2,34,104.8,63,82.1,12,181,44,150000.0,0,0,2,1
8259,132602,1326,3,1,5,2000,116,2012,85,65,57,106,65,58,103,57,107.8,70,104.8,63,107.1,68,155,44,150000.0,0,0,2,1
8260,137402,1374,3,2,7,1998,109,2012,73,65,61,104,60,64,103,59,112.3,79,104.8,63,115.5,84,169,56,60000.0,0,0,2,1
8261,144303,1443,3,1,3,2004,128,2012,97,54,46,118,89,43,112,78,83.4,13,80.6,10,98.1,45,103,90,93173.0,0,0,3,1
8262,159202,1592,3,1,2,1998,91,2012,27,50,57,97,41,71,108,71,98.7,47,90.7,27,107.1,68,175,19,57000.0,0,0,2,1
8263,164904,1649,1,1,5,2003,86,2012,17,31,21,69,2,24,77,6,62.8,1,68.5,2,61.7,1,115,4,13908.0,0,0,4,1
8264,165802,1658,3,1,11,1999,120,2012,91,68,69,116,86,76,122,93,94.2,34,90.7,27,98.8,47,154,95,66000.0,0,0,2,1
8265,167504,1675,3,2,5,1999,131,2012,98,76,67,112,78,68,110,75,103.3,58,104.8,63,98.8,47,160,84,208000.0,0,0,4,1
8266,172701,1727,3,2,6,2001,109,2012,72,56,45,93,33,70,118,89,116.9,87,111.9,79,115.5,84,136,18,125000.0,0,0,2,1
8267,172702,1727,3,1,3,2005,103,2012,57,30,44,121,92,38,113,81,118.9,90,121.1,92,111.8,79,90,18,125000.0,0,0,2,1
8271,174503,1745,3,2,1,2000,107,2012,67,59,53,102,54,67,112,78,103.3,58,119.0,90,82.1,12,154,79,113666.66666666667,0,0,3,1
8272,179901,1799,3,2,7,2006,93,2012,33,14,25,113,81,32,121,92,95.6,39,104.4,61,82.2,12,75,35,107200.0,1,0,3,1
8276,195302,1953,3,1,12,2002,135,2012,99,64,63,126,96,80,135,99,109.1,73,106.5,66,108.1,70,116,80,249000.0,0,0,2,1
8277,203001,2030,3,1,7,1999,131,2012,98,75,53,99,48,65,107,68,121.4,92,111.9,79,123.8,95,158,77,86000.0,0,0,1,1
8278,204202,2042,3,1,5,2001,120,2012,91,64,67,119,90,73,122,93,112.3,79,119.0,90,98.8,47,138,89,110000.0,0,0,2,1
8280,209902,2099,3,2,4,2000,97,2012,43,49,58,108,70,73,120,91,94.2,34,83.6,14,107.1,68,149,25,160000.0,0,0,3,1
8282,215502,2155,3,2,11,1998,115,2012,84,69,55,97,43,60,98,44,107.8,70,119.0,90,90.5,25,166,70,250000.0,0,0,2,1
8288,223202,2232,3,1,12,2001,116,2012,86,59,52,107,69,58,112,78,98.7,47,104.8,63,90.5,25,136,35,,0,0,2,1
8292,241204,2412,3,2,9,1998,89,2012,24,47,45,85,16,69,110,75,58.0,0,55.3,0,73.8,4,169,21,60000.0,0,0,4,1
8293,243302,2433,3,1,3,2002,126,2012,96,63,47,103,59,55,113,81,107.8,70,104.8,63,107.1,68,127,74,41050.0,0,0,2,1
8294,244404,2444,3,1,1,1999,102,2012,55,60,59,102,56,75,118,89,71.6,3,83.6,14,65.4,1,169,46,82000.0,0,0,4,1
8296,249205,2492,3,1,5,1999,93,2012,31,49,52,95,36,61,100,51,107.8,70,97.8,45,115.5,84,160,27,90500.0,0,0,5,1
8298,261504,2615,3,1,10,1998,110,2012,75,65,56,99,48,52,92,30,107.8,70,97.8,45,115.5,84,167,67,63778.0,0,0,4,1
8299,262702,2627,3,2,5,2000,119,2012,90,66,63,111,77,69,116,85,107.8,70,104.8,63,107.1,68,159,33,90000.0,0,0,2,1
8305,269203,2692,1,2,9,2003,84,2012,14,29,41,102,54,64,131,98,91.7,30,78.0,7,108.1,70,108,13,87000.0,0,0,3,1
8307,270503,2705,1,1,8,1999,111,2012,77,64,48,92,29,59,101,53,103.3,58,83.6,14,123.8,95,159,2,78000.0,0,0,3,1
8310,280803,2808,3,2,7,1998,114,2012,82,68,43,82,12,51,90,26,112.3,79,104.8,63,115.5,84,170,20,63920.0,0,0,3,1
8311,285002,2850,3,2,7,1999,135,2012,99,80,68,113,80,74,118,88,98.7,47,104.8,63,90.5,25,158,99,447714.5,0,0,2,1
8312,288901,2889,3,1,4,2003,112,2012,78,49,43,103,59,55,118,89,97.5,42,97.0,42,96.5,42,117,61,130000.0,0,0,2,1
8313,288902,2889,3,1,8,2004,100,2012,49,35,29,97,43,39,107,69,102.6,58,101.3,53,102.0,55,101,61,130000.0,0,0,2,1
8314,289203,2892,3,2,11,2000,135,2012,99,75,65,115,84,75,123,94,107.8,70,119.0,90,90.5,25,144,93,273500.0,0,0,3,1
8318,296103,2961,3,2,9,1998,116,2012,86,70,65,107,67,78,122,93,116.9,87,119.0,90,107.1,68,168,74,220000.0,0,0,3,1
8319,296402,2964,3,1,1,2003,107,2012,67,47,43,102,54,50,108,71,91.7,30,106.5,66,73.3,4,116,54,90500.0,0,0,2,1
8323,310702,3107,3,2,12,2003,120,2012,91,51,46,114,82,37,100,49,110.9,77,111.6,79,102.0,55,106,48,29250.0,0,0,2,1
8324,311802,3118,3,2,4,1999,135,2012,99,80,60,103,59,82,135,99,89.7,25,97.8,45,82.1,12,167,25,80956.0,0,0,2,1
8325,316503,3165,3,2,3,1999,110,2012,75,65,47,87,20,63,103,57,107.8,70,97.8,45,115.5,84,169,35,80000.0,0,0,3,1
8327,319005,3190,2,2,8,2000,90,2012,26,44,23,65,1,60,107,68,103.3,58,97.8,45,107.1,68,144,7,63303.0,0,0,6,1
8328,319006,3190,2,2,1,2004,117,2012,87,49,50,120,91,51,118,88,102.6,58,101.3,53,102.0,55,104,7,63303.0,0,0,6,1
8330,335203,3352,3,1,6,2000,131,2012,98,74,68,116,86,78,128,97,116.9,87,119.0,90,107.1,68,148,72,153650.0,0,0,3,1
8331,336002,3360,3,1,7,1999,86,2012,18,44,30,72,3,36,77,6,94.2,34,90.7,27,98.8,47,158,52,55182.0,0,0,2,1
8332,337003,3370,3,1,8,2001,98,2012,45,47,48,99,48,54,105,62,121.4,92,119.0,90,115.5,84,137,57,150100.0,0,0,3,1
8333,339302,3393,2,2,5,2000,87,2012,20,43,67,115,84,66,111,76,88.3,21,97.8,45,78.8,8,149,23,32000.0,1,0,2,1
8334,341601,3416,3,2,2,2001,97,2012,43,47,50,101,53,61,110,75,107.8,70,97.8,45,115.5,84,139,40,90400.0,0,0,1,1
8335,342201,3422,3,1,1,1998,97,2012,43,56,54,95,38,79,123,94,107.8,70,97.8,45,115.5,84,176,67,136000.0,0,0,2,1
8336,342202,3422,3,1,1,2000,116,2012,85,65,56,105,63,73,119,90,107.8,70,104.8,63,107.1,68,152,67,136000.0,0,0,2,1
8341,347503,3475,3,2,12,2006,86,2012,17,10,19,117,87,19,115,84,100.0,50,100.0,50,100.0,50,69,15,66330.0,0,0,3,1
8342,347604,3476,3,2,2,1998,91,2012,27,49,68,110,75,66,103,59,107.8,70,104.8,63,107.1,68,175,29,123500.0,0,0,4,1
8345,356002,3560,3,1,8,1998,135,2012,99,82,66,107,69,84,135,99,107.8,70,104.8,63,107.1,68,172,67,62500.0,0,0,2,1
8346,363303,3633,3,2,2,1998,105,2012,64,64,50,88,22,47,83,13,112.3,79,104.8,63,115.5,84,180,-4,5000.0,0,0,3,1
8351,367702,3677,3,2,12,1999,128,2012,97,72,79,128,97,81,135,99,112.3,79,119.0,90,98.8,47,154,88,90683.33333333333,0,0,2,1
8354,373702,3737,3,2,9,1998,126,2012,96,76,64,107,68,79,125,95,121.4,92,111.9,79,123.8,95,171,44,130000.0,0,0,3,1
8355,373703,3737,3,1,10,2003,120,2012,91,52,35,97,42,46,108,71,126.4,96,125.5,95,119.7,91,111,44,130000.0,0,0,3,1
8360,391503,3915,3,2,8,2005,114,2012,83,37,39,118,89,42,121,92,87.9,21,87.6,21,90.5,25,85,-4,24684.0,0,0,3,1
8361,392304,3923,3,2,8,1999,128,2012,97,76,64,108,70,69,111,76,107.8,70,111.9,79,98.8,47,158,56,155000.0,0,0,4,1
8362,396902,3969,3,1,7,1999,123,2012,94,71,64,109,73,81,135,99,112.3,79,111.9,79,107.1,68,160,65,82000.0,0,0,2,1
8363,402302,4023,3,1,2,2001,115,2012,84,62,63,115,84,59,109,72,80.6,10,90.7,27,73.8,4,139,88,87600.0,0,0,2,1
8364,407101,4071,2,1,3,2001,101,2012,53,49,47,98,44,51,100,51,89.7,25,97.8,45,82.1,12,138,12,233760.0,0,0,1,1
8365,409201,4092,3,1,1,2000,114,2012,83,65,66,112,79,71,116,86,121.4,92,119.0,90,115.5,84,152,66,114000.0,0,0,1,1
8366,409402,4094,3,2,10,2000,112,2012,79,62,65,115,84,69,116,86,107.8,70,97.8,45,115.5,84,145,70,108000.0,0,0,2,1
8367,410902,4109,3,2,7,1999,116,2012,86,67,62,107,69,63,105,64,107.8,70,97.8,45,115.5,84,157,80,49000.0,0,0,2,1
8369,415303,4153,3,1,6,2004,131,2012,98,56,38,107,68,54,126,96,92.6,32,90.9,27,98.1,45,102,38,69608.0,0,0,3,1
8374,430502,4305,3,2,2,1998,97,2012,41,56,47,84,15,60,95,38,67.0,1,76.6,6,65.4,1,179,9,36600.0,0,0,2,1
8376,433702,4337,3,2,9,1998,111,2012,77,66,71,115,84,82,135,99,107.8,70,111.9,79,98.8,47,169,65,63000.0,0,0,2,1
8382,452602,4526,3,1,4,2000,121,2012,92,67,59,108,71,62,107,68,116.9,87,111.9,79,115.5,84,149,57,80000.0,0,0,2,1
8383,453903,4539,3,2,6,1998,135,2012,99,84,80,126,96,82,135,99,94.2,34,104.8,63,82.1,12,175,66,17700.0,0,0,3,1
8384,456501,4565,3,1,2,1999,122,2012,93,73,62,105,64,80,128,97,121.4,92,119.0,90,115.5,84,164,30,,0,0,2,1
8386,466203,4662,3,1,6,2003,128,2012,97,59,50,116,85,56,121,92,120.6,92,116.0,86,119.7,91,111,99,152758.0,0,0,3,1
8394,492503,4925,3,1,3,1998,99,2012,48,59,60,100,51,67,103,59,107.8,70,97.8,45,115.5,84,174,73,128000.0,0,0,3,1
8395,498103,4981,1,2,6,1999,100,2012,49,56,52,95,38,46,87,19,116.9,87,111.9,79,115.5,84,159,17,85000.0,0,0,3,1
8396,498801,4988,3,2,11,2005,120,2012,91,40,28,111,77,28,110,75,102.2,55,104.4,61,97.9,45,82,78,150000.0,0,0,1,1
8398,508903,5089,2,1,5,2003,119,2012,90,53,43,105,64,49,111,77,74.3,4,78.0,7,73.3,4,112,3,14688.0,1,0,3,1
8399,514201,5142,1,2,9,2000,103,2012,58,52,45,93,31,48,94,35,103.3,58,111.9,79,90.5,25,145,53,210000.0,0,0,2,1
8400,514202,5142,1,2,8,2004,109,2012,73,41,38,109,73,35,105,64,110.9,77,122.0,93,82.8,13,98,53,210000.0,0,0,2,1
8402,521604,5216,3,1,1,2000,100,2012,49,51,38,81,10,41,82,12,76.1,5,76.6,6,82.1,12,152,8,27608.0,0,0,4,1
8403,525802,5258,3,2,1,2001,125,2012,95,67,63,115,84,72,121,92,103.3,58,111.9,79,90.5,25,141,34,80000.0,0,0,2,1
8404,528604,5286,3,1,8,2001,114,2012,82,57,58,115,84,64,116,86,67.0,1,69.5,2,73.8,4,133,28,45000.0,0,0,4,1
8405,529002,5290,3,1,6,1999,131,2012,98,76,68,113,80,70,113,80,107.8,70,111.9,79,98.8,47,159,53,,0,0,2,1
8409,556502,5565,3,2,4,1998,120,2012,91,73,68,110,75,82,135,99,85.1,16,90.7,27,82.1,12,178,37,55000.0,0,0,2,1
8411,573201,5732,1,2,8,2000,102,2012,55,54,26,69,2,46,89,23,107.8,70,97.8,45,115.5,84,145,22,105000.0,0,0,2,1
8412,573202,5732,1,1,4,2003,135,2012,99,68,47,107,69,62,123,94,97.5,42,106.5,66,84.9,16,113,22,105000.0,0,0,2,1
8415,580103,5801,1,2,9,1999,104,2012,61,60,67,112,78,66,107,68,103.3,58,83.6,14,123.8,95,164,43,48600.0,0,0,3,1
8416,586804,5868,1,2,8,2001,118,2012,89,63,57,111,76,48,96,40,98.7,47,97.8,45,98.8,47,137,52,65700.0,0,0,4,1
8417,602701,6027,2,2,11,2002,65,2012,1,18,26,77,6,30,82,12,97.5,42,106.5,66,84.9,16,119,12,70000.0,0,0,1,1
8419,616304,6163,2,2,9,1998,88,2012,21,47,50,90,25,64,101,53,102.4,55,111.9,79,88.0,21,168,45,123000.0,0,0,4,1
8421,620503,6205,2,2,6,2000,88,2012,21,43,48,96,39,54,101,53,76.1,5,76.6,6,82.1,12,148,-4,45000.0,0,0,3,1
8425,634204,6342,2,2,8,1999,98,2012,44,51,49,93,32,49,91,28,98.7,47,97.8,45,98.8,47,158,12,75000.0,0,0,5,1
8426,634205,6342,2,2,7,2002,123,2012,94,60,43,99,48,48,104,60,107.8,70,97.8,45,115.5,84,123,12,75000.0,0,0,5,1
8427,636203,6362,2,1,1,2003,112,2012,79,52,40,95,36,38,92,29,103.3,58,106.5,66,96.5,42,118,7,27000.0,0,0,3,1
8432,642802,6428,2,2,9,2005,75,2012,5,11,20,95,36,22,95,36,72.4,3,74.3,4,76.3,5,88,2,19604.0,0,0,2,1
8433,647003,6470,2,2,9,2005,95,2012,37,20,25,104,60,29,108,70,95.6,39,87.6,21,104.7,63,86,18,172000.0,0,0,3,1
8435,660404,6604,2,2,4,2004,112,2012,78,46,23,81,10,32,94,35,102.6,58,122.0,93,63.6,1,100,26,7000.0,0,0,4,1
8438,671801,6718,2,1,12,2002,90,2012,26,40,31,86,17,54,113,81,103.3,58,116.0,86,84.9,16,117,5,,0,0,1,1
8446,704801,7048,1,1,10,2004,109,2012,73,39,38,112,78,40,113,80,91.7,30,80.9,10,104.7,63,95,63,86000.0,0,0,1,1
8447,704903,7049,1,1,9,1999,128,2012,97,73,55,102,54,59,101,53,80.6,10,83.6,14,82.1,12,157,59,7900.0,1,0,4,1
8448,704904,7049,1,2,4,2003,112,2012,78,49,57,122,93,54,117,87,62.8,1,78.0,7,50.1,0,114,59,7900.0,1,0,4,1
8449,717102,7171,2,2,7,1998,65,2012,1,20,25,65,1,30,69,2,89.7,25,97.8,45,82.1,12,170,3,8364.0,0,0,2,1
8455,728504,7285,2,1,9,2004,99,2012,48,32,20,82,11,29,97,43,102.6,58,111.6,79,82.8,13,97,65,62000.0,0,0,4,1
8456,736801,7368,2,2,1,2000,97,2012,42,49,62,110,74,77,125,95,89.7,25,90.7,27,90.5,25,153,64,45000.0,0,0,1,1
8457,739602,7396,2,2,5,1999,97,2012,43,52,53,98,45,66,107,68,89.7,25,104.8,63,73.8,4,159,31,108300.0,0,0,3,1
8458,739603,7396,2,2,9,2000,97,2012,42,48,50,99,47,51,97,42,98.7,47,111.9,79,82.1,12,144,31,108300.0,0,0,3,1
8459,743702,7437,2,1,3,1999,97,2012,42,53,49,91,27,65,105,64,89.7,25,104.8,63,73.8,4,162,22,37200.0,0,0,2,1
8467,764902,7649,2,2,1,1999,109,2012,73,65,47,87,19,80,128,97,98.7,47,90.7,27,107.1,68,165,50,119000.0,0,0,2,1
8469,782803,7828,1,1,1,2003,103,2012,59,45,44,103,58,42,99,47,94.2,34,90.7,27,98.8,47,124,1,25000.0,0,0,4,1
8470,782804,7828,1,1,1,2005,92,2012,29,24,22,91,27,25,94,35,77.6,7,80.6,10,82.8,13,100,1,25000.0,0,0,4,1
8473,790001,7900,1,2,11,1999,103,2012,58,56,69,116,86,78,126,96,112.3,79,111.9,79,107.1,68,154,37,97800.0,0,0,1,1
8474,799703,7997,1,2,3,2001,114,2012,82,61,65,116,86,73,122,93,103.3,58,97.8,45,107.1,68,139,80,113197.5,0,0,3,1
8476,815001,8150,1,2,2,1999,99,2012,48,57,50,92,29,83,135,99,89.7,25,97.8,45,82.1,12,167,75,54800.0,0,0,1,1
8477,816102,8161,1,2,7,2001,107,2012,68,52,49,102,56,55,108,70,97.8,45,104.8,63,88.0,21,136,1,13000.0,0,0,2,1
8478,817407,8174,1,2,7,2000,116,2012,86,64,50,99,47,72,120,91,76.1,5,83.6,14,73.8,4,146,4,30000.0,0,0,7,1
8480,822701,8227,1,1,2,2001,135,2012,99,80,68,118,89,66,113,81,98.7,47,104.8,63,90.5,25,138,76,497763.0,0,0,1,1
8485,829606,8296,1,2,5,2004,86,2012,18,26,35,102,55,59,131,98,77.6,7,80.6,10,82.8,13,100,4,43000.0,0,0,6,1
8486,830907,8309,1,1,11,1998,100,2012,50,58,50,92,29,45,84,14,67.0,1,55.3,0,90.5,25,168,5,57000.0,0,0,8,1
8487,830908,8309,1,1,7,2000,97,2012,42,48,41,86,18,49,95,36,67.0,1,55.3,0,90.5,25,147,5,57000.0,0,0,8,1
8491,841602,8416,2,1,3,1998,91,2012,27,49,63,104,61,47,85,16,85.1,16,83.6,14,90.5,25,174,35,138000.0,0,0,2,1
8493,862202,8622,2,2,11,1999,102,2012,54,54,47,92,29,64,107,69,107.8,70,111.9,79,98.8,47,156,11,20000.0,0,0,2,1
8495,893101,8931,1,2,7,2002,118,2012,88,56,53,114,83,53,112,78,103.3,58,104.8,63,98.8,47,123,51,137500.0,0,0,1,1
8498,897403,8974,2,1,7,2000,101,2012,53,53,55,104,60,65,109,73,85.1,16,104.8,63,65.4,1,145,43,23000.0,1,0,4,1
8499,897404,8974,2,1,11,2004,94,2012,35,30,37,106,66,44,113,80,107.2,68,107.7,70,104.7,63,94,43,23000.0,1,0,4,1
8503,919901,9199,2,1,11,1998,105,2012,64,63,61,104,60,65,104,61,112.3,79,119.0,90,98.8,47,166,45,13800.0,0,0,2,1
8504,919902,9199,2,2,3,2000,98,2012,45,50,44,87,20,46,89,23,112.3,79,119.0,90,98.8,47,150,45,13800.0,0,0,2,1
8509,931203,9312,1,2,11,2000,65,2012,1,22,19,65,1,35,78,7,92.8,32,90.7,27,97.1,42,144,19,26316.0,0,0,4,1
8513,942302,9423,2,2,12,1999,65,2012,1,18,30,74,4,38,80,9,89.7,25,97.8,45,82.1,12,154,21,48000.0,0,0,3,1
8514,942303,9423,2,1,12,2001,110,2012,74,53,41,91,28,59,114,83,94.2,34,104.8,63,82.1,12,129,21,48000.0,0,0,3,1
8515,957601,9576,1,1,11,1999,90,2012,26,45,43,86,18,47,90,25,121.4,92,111.9,79,123.8,95,155,73,94000.0,0,0,3,1
8516,957602,9576,1,2,5,2003,96,2012,39,40,39,99,47,43,103,59,120.6,92,116.0,86,119.7,91,112,73,94000.0,0,0,3,1
8517,957603,9576,1,2,5,2003,116,2012,85,50,42,103,59,39,98,45,120.6,92,116.0,86,119.7,91,112,73,94000.0,0,0,3,1
8518,964101,9641,1,2,5,1998,104,2012,60,62,48,87,20,75,117,87,103.3,58,104.8,63,98.8,47,172,49,30056.0,1,0,2,1
8519,964102,9641,1,2,5,1998,118,2012,88,71,67,109,73,75,117,87,107.8,70,111.9,79,98.8,47,172,49,30056.0,1,0,2,1
8520,966201,9662,1,2,9,2004,120,2012,91,47,43,116,86,35,105,64,127.5,97,122.0,93,121.2,92,98,29,62200.0,0,0,1,1
8522,971101,9711,2,2,4,2001,118,2012,89,64,48,98,45,61,110,75,107.8,70,111.9,79,98.8,47,136,13,33135.0,0,0,2,1
8523,971102,9711,2,1,12,2002,110,2012,75,49,29,85,16,37,93,31,103.3,58,116.0,86,84.9,16,116,13,33135.0,0,0,2,1
8524,983003,9830,1,1,6,1998,98,2012,44,56,59,101,53,59,97,41,94.2,34,76.6,6,115.5,84,171,16,57000.0,0,0,3,1
8532,997404,9974,1,1,4,2001,101,2012,53,49,49,101,52,68,118,88,85.1,16,97.8,45,73.8,4,138,3,60000.0,0,0,4,1
8535,1003701,10037,1,2,5,2000,78,2012,7,39,48,94,35,56,102,54,85.1,16,76.6,6,98.8,47,152,3,8000.0,1,0,1,1
8536,1007704,10077,1,2,5,1999,106,2012,65,62,40,81,10,65,105,64,60.2,0,62.4,1,69.6,2,160,28,42000.0,0,0,4,1
8542,1051401,10514,1,1,12,1998,84,2012,15,44,37,77,6,35,74,4,80.6,10,90.7,27,73.8,4,168,12,63020.0,0,0,1,1
8544,1178601,11786,1,1,5,2005,93,2012,32,21,23,99,47,25,100,49,68.5,2,74.3,4,69.2,2,92,29,87220.0,0,0,1,1
8545,1180204,11802,2,2,9,2000,98,2012,45,49,46,93,31,48,93,33,85.1,16,97.8,45,73.8,4,143,16,24866.666666666668,0,0,4,1
8547,1183802,11838,2,2,3,2002,98,2012,46,45,43,96,39,52,107,68,80.6,10,76.6,6,90.5,25,130,15,58454.0,0,0,2,1
8551,1191902,11919,3,1,5,1999,121,2012,92,71,57,102,55,73,116,86,103.3,58,90.7,27,115.5,84,161,88,112060.0,0,0,2,1
8553,1208303,12083,3,1,1,1999,95,2012,36,51,46,86,17,74,116,86,89.7,25,76.6,6,107.1,68,164,36,22115.0,0,0,3,1
8554,1211303,12113,3,1,5,2004,126,2012,96,53,45,115,84,61,135,99,110.9,77,101.3,53,121.2,92,101,72,166000.0,0,0,4,1
8555,1211304,12113,3,2,5,2004,121,2012,92,50,47,118,88,43,110,74,110.9,77,101.3,53,121.2,92,101,72,166000.0,0,0,4,1
8556,1220103,12201,2,1,8,2000,123,2012,94,68,47,94,35,39,82,12,94.2,34,97.8,45,90.5,25,145,5,27279.0,0,0,3,1
8558,4304,43,3,2,4,2000,82,2014,12,44,48,87,19,58,95,37,70.6,3,87.1,19,54.3,0,179,13,9252.0,0,0,4,1
8559,6103,61,3,1,8,2003,118,2014,89,63,63,116,86,60,111,77,95.3,37,96.6,42,90.2,25,136,99,140000.0,0,0,3,1
8560,6203,62,3,2,11,2001,103,2014,58,58,49,93,32,64,107,67,78.9,8,67.2,1,90.2,25,156,31,58000.0,0,0,3,1
8561,21104,211,3,1,2,2003,94,2014,34,45,64,114,83,62,110,75,120.0,91,118.7,90,113.6,82,142,64,65150.0,0,0,4,1
8562,24904,249,3,1,9,2002,103,2014,58,54,46,91,28,49,93,33,111.8,79,118.7,90,98.0,45,147,39,60000.0,0,0,4,1
8564,44902,449,3,2,4,2002,107,2014,67,60,51,98,44,84,135,99,103.5,61,104.0,61,98.0,45,152,50,,0,0,2,1
8565,62203,622,2,2,12,2004,119,2014,90,57,47,105,64,64,123,94,95.3,37,96.6,42,90.2,25,120,39,120500.0,0,0,3,1
8572,108702,1087,3,2,8,2000,135,2014,99,80,76,122,93,79,125,95,99.4,47,89.3,23,105.8,66,171,99,60643.0,0,0,5,1
8573,108703,1087,3,2,3,2003,119,2014,90,65,77,128,97,73,121,92,103.5,61,89.3,23,113.6,82,140,99,60643.0,0,0,5,1
8574,108704,1087,3,1,10,2007,113,2014,80,38,47,128,97,47,122,93,108.2,70,108.1,70,107.9,70,85,99,60643.0,0,0,5,1
8576,111703,1117,1,1,12,2000,119,2014,90,72,64,107,68,78,122,93,111.8,79,118.7,90,98.0,45,167,40,54400.0,0,0,3,1
8578,116006,1160,2,2,8,2001,105,2014,64,61,53,98,45,61,102,56,111.8,79,111.3,77,105.8,66,161,26,43000.0,0,0,6,1
8580,132602,1326,3,1,5,2000,95,2014,36,54,61,102,54,70,108,71,99.4,47,96.6,42,98.0,45,175,44,200000.0,0,0,2,1
8581,164903,1649,1,2,7,2001,79,2014,8,41,35,77,6,43,83,13,74.7,5,81.9,12,66.8,1,161,4,15437.0,0,0,4,1
8582,164904,1649,1,1,5,2003,85,2014,16,41,38,84,15,36,82,12,74.7,5,74.6,5,74.6,5,138,4,15437.0,0,0,4,1
8583,165006,1650,1,2,12,2001,100,2014,50,54,50,94,35,67,109,72,64.5,1,67.2,1,62.9,1,156,10,21000.0,0,0,6,1
8586,179901,1799,3,2,7,2006,109,2014,72,43,43,112,78,47,114,82,91.6,30,84.3,14,79.5,9,100,35,7200.0,0,0,3,1
8589,195302,1953,3,1,12,2002,118,2014,89,65,72,122,93,78,128,97,99.4,47,104.0,61,90.2,25,143,80,300000.0,0,0,2,1
8590,204202,2042,3,1,5,2001,117,2014,87,69,71,116,86,73,116,85,107.6,70,118.7,90,90.2,25,163,89,120000.0,0,0,2,1
8591,209902,2099,3,2,4,2000,111,2014,76,68,64,104,60,65,100,51,111.8,79,104.0,61,113.6,82,176,25,195500.0,0,0,3,1
8596,243302,2433,3,1,3,2002,135,2014,99,76,76,125,95,72,117,87,107.6,70,96.6,42,113.6,82,153,74,41000.0,0,0,2,1
8599,269203,2692,1,2,9,2003,97,2014,41,46,52,106,65,61,112,78,103.5,61,111.3,77,90.2,25,134,13,69600.0,0,0,3,1
8602,289203,2892,3,2,11,2000,135,2014,99,81,62,105,63,83,135,99,103.5,61,111.3,77,90.2,25,170,93,323958.6666666667,0,0,3,1
8604,295903,2959,3,1,1,2002,65,2014,1,26,34,77,6,58,100,51,99.4,47,118.7,90,74.6,5,154,68,248500.0,0,0,3,1
8605,296402,2964,3,1,1,2003,108,2014,70,58,54,105,63,60,107,68,103.5,61,96.6,42,105.8,66,142,54,125300.0,0,0,2,1
8607,310702,3107,3,2,12,2003,106,2014,66,51,39,87,19,44,93,31,107.6,70,104.0,61,105.8,66,133,48,2202.0,0,0,2,1
8609,319005,3190,2,2,8,2000,92,2014,30,50,43,81,10,66,103,59,111.8,79,104.0,61,113.6,82,171,7,71184.0,0,0,6,1
8610,319006,3190,2,2,1,2004,131,2014,98,69,43,93,31,64,116,86,111.8,79,104.0,61,113.6,82,130,7,63303.0,0,0,6,1
8612,337003,3370,3,1,8,2001,94,2014,35,49,52,97,41,78,123,94,107.6,70,111.3,77,98.0,45,161,57,179200.0,0,0,3,1
8613,339302,3393,2,2,5,2000,103,2014,59,62,49,88,22,62,99,47,103.5,61,104.0,61,98.0,45,175,23,30500.0,1,0,2,1
8614,340203,3402,3,2,7,2002,126,2014,96,71,55,104,60,62,107,67,111.3,77,111.3,77,104.3,61,150,55,135000.0,0,0,3,1
8615,342202,3422,3,1,1,2000,116,2014,85,71,55,95,38,76,117,87,103.5,61,89.3,23,113.6,82,178,67,132000.0,0,0,2,1
8617,347503,3475,3,2,12,2006,96,2014,40,29,40,111,77,41,112,78,89.7,25,87.1,19,93.6,34,95,15,41000.0,0,0,3,1
8622,373703,3737,3,1,10,2003,120,2014,91,64,48,99,48,49,97,43,120.0,91,118.7,90,113.6,82,134,44,126000.0,0,0,3,1
8625,391503,3915,3,2,8,2005,128,2014,97,60,68,135,99,49,109,73,99.3,47,115.2,84,89.9,25,112,-4,64558.0,0,0,3,1
8626,402302,4023,3,1,2,2001,106,2014,66,63,47,87,20,60,99,48,99.4,47,81.9,12,113.6,82,166,88,91000.0,0,0,2,1
8627,409201,4092,3,1,1,2000,103,2014,59,63,62,102,55,73,111,77,124.1,95,118.7,90,121.4,92,179,66,98000.0,0,0,1,1
8628,409402,4094,3,2,10,2000,120,2014,91,73,61,103,58,76,118,89,103.5,61,89.3,23,113.6,82,171,70,124000.0,0,0,2,1
8636,448803,4488,3,2,1,2008,113,2014,81,33,26,108,71,29,112,78,100.0,50,100.0,50,100.0,50,83,86,269000.0,0,0,3,1
8637,452602,4526,3,1,4,2000,121,2014,92,74,68,110,75,73,113,81,111.8,79,104.0,61,113.6,82,175,57,85000.0,0,0,2,1
8640,469203,4692,3,1,1,2000,123,2014,94,77,69,108,71,81,125,95,111.8,79,118.7,90,98.0,45,179,89,112000.0,0,0,3,1
8644,487801,4878,3,1,4,2003,110,2014,75,59,44,91,27,56,105,62,111.8,79,111.3,77,105.8,66,144,87,180010.0,0,0,1,1
